ID_Aluno,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Stress_Level (1-10),Sleep_Hours_per_Night
S5774,24.3,Yes,Yes,3,7.5
S5775,12.5,No,Yes,10,7.7
S5776,7.8,No,Yes,9,5.0
S5777,20.2,No,Yes,8,5.5
S5778,22.7,Yes,Yes,8,4.1
S5779,20.8,No,Yes,1,4.4
S5780,19.4,No,Yes,9,5.5
S5781,18.4,No,Yes,4,4.9
S5782,18.5,Yes,Yes,2,6.5
S5783,26.6,No,Yes,7,8.2
S5784,7.3,Yes,Yes,6,7.6
S5785,8.9,Yes,Yes,9,7.8
S5786,25.3,Yes,Yes,2,7.0
S5787,12.6,No,Yes,6,7.5
S5788,24.3,No,No,8,4.9
S5789,13.8,No,Yes,6,6.8
S5790,28.1,Yes,Yes,8,6.9
S5791,12.0,No,Yes,2,7.1
S5792,15.7,Yes,Yes,9,7.9
S5793,9.0,No,No,6,8.7
S5794,21.7,No,Yes,7,7.6
S5795,15.1,No,Yes,2,8.6
S5796,28.5,No,Yes,10,6.7
S5797,5.4,No,Yes,8,5.4
S5798,14.7,No,Yes,9,7.3
S5799,5.6,Yes,No,3,8.9
S5800,13.2,No,Yes,4,7.5
S5801,14.5,No,Yes,6,8.8
S5802,11.5,Yes,Yes,3,4.1
S5803,11.4,No,Yes,10,5.3
S5804,11.5,No,Yes,7,5.4
S5805,11.7,Yes,Yes,8,6.1
S5806,12.1,No,Yes,5,4.2
S5807,26.3,No,No,5,8.6
S5808,6.0,No,Yes,3,7.5
S5809,29.7,Yes,Yes,4,4.4
S5810,12.0,No,Yes,3,4.9
S5811,5.7,No,Yes,8,7.0
S5812,9.4,No,Yes,3,8.5
S5813,28.5,No,Yes,2,4.4
S5814,29.9,No,Yes,6,6.2
S5815,11.2,No,No,8,5.0
S5816,10.6,No,Yes,10,4.9
S5817,25.9,No,Yes,8,7.7
S5818,27.9,No,No,6,8.1
S5819,21.3,No,Yes,6,8.6
S5820,28.4,Yes,Yes,6,7.4
S5821,28.8,No,Yes,5,4.3
S5822,24.0,No,No,4,5.8
S5823,13.7,No,Yes,2,6.2
S5824,8.7,No,Yes,5,5.4
S5825,17.9,Yes,Yes,2,6.7
S5826,12.2,Yes,Yes,9,5.2
S5827,8.0,Yes,Yes,4,8.5
S5828,14.8,Yes,No,1,4.7
S5829,17.0,No,Yes,10,6.1
S5830,21.5,No,Yes,1,4.6
S5831,10.5,Yes,Yes,10,5.8
S5832,26.7,No,Yes,5,6.4
S5833,9.6,No,No,8,6.8
S5834,29.9,Yes,Yes,7,5.7
S5835,18.9,No,Yes,7,8.0
S5836,8.7,No,No,5,6.6
S5837,25.9,Yes,Yes,9,9.0
S5838,11.3,No,Yes,5,4.6
S5839,9.7,Yes,Yes,1,4.9
S5840,8.4,No,Yes,5,8.0
S5841,18.8,No,Yes,3,6.8
S5842,27.0,Yes,Yes,3,5.8
S5843,27.4,No,Yes,5,6.1
S5844,24.6,No,Yes,1,6.8
S5845,19.5,No,Yes,8,4.4
S5846,18.2,No,Yes,9,7.8
S5847,14.3,Yes,No,10,6.2
S5848,6.1,Yes,Yes,4,6.1
S5849,25.9,No,Yes,1,7.9
S5850,30.0,No,Yes,2,6.8
S5851,28.0,No,Yes,7,7.8
S5852,28.3,No,Yes,1,8.6
S5853,13.3,Yes,Yes,3,8.7
S5854,7.5,Yes,Yes,7,6.1
S5855,26.8,No,Yes,4,4.3
S5856,24.1,Yes,Yes,10,4.1
S5857,14.8,No,Yes,4,7.5
S5858,25.8,No,Yes,1,4.4
S5859,8.5,No,Yes,8,6.0
S5860,21.3,Yes,Yes,4,7.3
S5861,28.8,No,Yes,9,9.0
S5862,27.8,No,Yes,5,5.1
S5863,24.0,No,Yes,6,4.0
S5864,11.7,No,No,6,4.2
S5865,7.6,No,No,9,5.1
S5866,13.1,No,Yes,3,9.0
S5867,20.4,Yes,No,6,4.4
S5868,12.9,No,Yes,9,7.7
S5869,15.3,No,No,8,4.7
S5870,15.1,Yes,Yes,7,5.0
S5871,13.4,Yes,No,4,4.4
S5872,28.1,Yes,Yes,5,5.1
S5873,13.0,No,Yes,7,4.6
S5874,29.8,No,Yes,6,4.1
S5875,10.2,Yes,Yes,5,8.0
S5876,26.8,No,Yes,9,5.0
S5877,23.3,No,No,5,4.6
S5878,21.7,Yes,Yes,6,5.4
S5879,16.1,No,Yes,10,7.8
S5880,25.4,Yes,Yes,7,5.1
S5881,17.3,No,Yes,2,6.7
S5882,8.4,No,Yes,5,5.1
S5883,12.0,No,No,6,5.9
S5884,9.6,Yes,Yes,3,6.6
S5885,19.2,No,Yes,4,7.8
S5886,21.4,Yes,Yes,2,5.4
S5887,13.4,No,Yes,7,6.2
S5888,6.0,Yes,Yes,2,7.2
S5889,21.5,Yes,Yes,2,5.4
S5890,6.5,Yes,No,5,5.1
S5891,29.1,No,Yes,5,6.8
S5892,27.2,No,Yes,6,8.8
S5893,25.8,No,Yes,2,8.6
S5894,14.2,Yes,Yes,9,7.0
S5895,23.6,No,Yes,2,6.1
S5896,6.1,No,Yes,1,6.8
S5897,7.2,No,Yes,4,8.0
S5898,17.4,No,Yes,2,4.5
S5899,19.7,Yes,Yes,7,7.9
S5900,24.2,No,Yes,4,7.3
S5901,12.4,No,Yes,2,5.3
S5902,18.6,Yes,Yes,10,8.4
S5903,6.6,No,Yes,5,4.4
S5904,16.8,No,Yes,9,8.6
S5905,21.8,Yes,Yes,4,5.9
S5906,29.7,No,No,1,8.1
S5907,24.2,No,Yes,8,4.8
S5908,29.9,No,Yes,8,6.8
S5909,17.4,No,Yes,10,4.2
S5910,15.8,No,Yes,10,5.4
S5911,25.9,Yes,Yes,5,8.1
S5912,16.6,No,Yes,8,6.3
S5913,23.9,No,Yes,1,7.3
S5914,29.9,No,Yes,2,8.0
S5915,23.1,Yes,Yes,4,6.7
S5916,5.4,No,Yes,3,6.9
S5917,9.5,No,No,3,7.8
S5918,11.9,Yes,Yes,9,4.6
S5919,25.6,No,Yes,9,4.4
S5920,28.3,Yes,Yes,8,7.1
S5921,21.2,Yes,Yes,7,8.9
S5922,7.2,Yes,Yes,8,7.2
S5923,17.5,No,Yes,4,7.5
S5924,26.5,No,Yes,7,7.3
S5925,14.1,No,Yes,8,7.0
S5926,6.6,No,Yes,4,5.0
S5927,24.5,No,Yes,5,8.2
S5928,21.4,No,No,8,6.9
S5929,16.7,Yes,No,2,8.9
S5930,26.2,No,Yes,4,4.3
S5931,26.2,No,Yes,4,5.5
S5932,22.5,No,Yes,10,4.5
S5933,28.6,No,Yes,4,8.3
S5934,16.3,Yes,No,1,8.1
S5935,23.2,No,Yes,6,7.9
S5936,25.8,No,Yes,3,7.4
S5937,20.9,Yes,Yes,2,4.5
S5938,18.8,No,Yes,10,6.0
S5939,23.3,No,Yes,8,7.5
S5940,13.9,No,Yes,7,5.8
S5941,14.2,No,No,7,7.6
S5942,29.4,No,Yes,7,5.4
S5943,8.0,No,Yes,2,6.7
S5944,26.0,No,Yes,5,5.8
S5945,24.7,No,Yes,1,8.6
S5946,6.4,No,Yes,2,6.2
S5947,22.6,Yes,Yes,10,5.4
S5948,7.3,Yes,Yes,1,4.3
S5949,10.3,No,Yes,6,4.7
S5950,29.0,No,Yes,9,6.8
S5951,14.1,No,Yes,8,7.5
S5952,6.4,No,Yes,6,8.8
S5953,18.0,Yes,Yes,7,7.0
S5954,10.2,No,Yes,3,7.4
S5955,15.7,No,Yes,10,7.1
S5956,7.5,Yes,Yes,2,8.5
S5957,7.4,No,Yes,8,5.5
S5958,17.6,No,Yes,5,7.0
S5959,13.4,Yes,Yes,7,8.8
S5960,8.9,No,Yes,4,4.0
S5961,19.5,Yes,Yes,4,5.4
S5962,6.6,Yes,Yes,5,7.8
S5963,23.8,No,No,4,6.3
S5964,6.3,Yes,Yes,5,4.8
S5965,29.3,No,No,7,6.9
S5966,23.4,No,Yes,6,6.6
S5967,27.4,No,Yes,7,6.3
S5968,16.0,Yes,Yes,7,5.7
S5969,6.5,No,Yes,9,4.3
S5970,10.7,Yes,Yes,2,7.0
S5971,29.3,Yes,Yes,3,6.6
S5972,20.5,No,Yes,3,6.9
S5973,10.7,No,Yes,6,4.0
S5974,17.1,Yes,Yes,1,4.4
S5975,12.9,No,Yes,9,4.8
S5976,17.2,Yes,Yes,5,6.2
S5977,25.9,No,No,6,8.0
S5978,10.6,No,Yes,7,5.2
S5979,15.0,No,Yes,1,8.0
S5980,16.2,No,Yes,3,5.2
S5981,19.7,No,Yes,9,7.7
S5982,6.9,No,Yes,5,8.4
S5983,10.2,No,Yes,2,8.1
S5984,14.9,No,Yes,3,7.7
S5985,25.2,No,Yes,6,4.2
S5986,9.7,No,Yes,3,5.7
S5987,27.0,No,Yes,1,5.0
S5988,13.5,No,Yes,5,6.4
S5989,11.3,No,Yes,10,5.8
S5990,15.2,No,Yes,7,7.1
S5991,18.8,Yes,Yes,5,6.8
S5992,23.3,Yes,No,1,6.2
S5993,16.9,No,Yes,2,7.8
S5994,25.5,No,Yes,2,4.1
S5995,25.5,No,Yes,10,8.3
S5996,5.0,No,Yes,4,4.0
S5997,24.8,Yes,No,4,6.3
S5998,16.1,Yes,Yes,1,8.4
S5999,29.2,No,Yes,2,6.1
